gid,__gid,objectid,uf,pnv,tipo,administra,codigo,contador,coincide1,contador1,coincide2,contador2,coincide3,contador3,coincide,concessao,oaes,fonte,observacao,adequacao,ext_trecho,lado,complement,lado_km,codigo_uni,fotodir,km_i_trech,km_f_trech,nome,mp082_2002,buffer,ar_mm,ar_mm_dist,ar_rh,ar_rh_dist,pcd_cem,pcd_cem_di,rdr_cem,rdr_cem_di,pcd_out,pcd_out_di,rdr_out,rdr_out_di,indice,md_radar,indice_1,degree,degree_in,degree_out,clustering_coeff,avg_shortest_path,betweeness,closeness,vulnerab,infinity,infinity_norm
1,17208,17909,SC,101BSC4110,Em duplicao,Federal,BR-101,227.000000000000000,,0E-15,,0E-15,,0E-15,,,,GPS,,,3.809177802060000,,,0E-15,SC101,,225.740435394000002,229.549613195999996,,,"SRID=4326;POLYGON((-53.5116004106935 -28.748517894624,-53.6140470960872 -28.2390689348641,-53.6161023996271 -27.2588996864351,-53.4268966767795 -26.2971631454426,-53.0537009973656 -25.3908183078089,-52.5108570620547 -24.5746954973602,-51.8192260588506 -2",24400,1.009114264257000,3563,5.837406196405000,6299,13.361638177765000,37,1017.00457455000002,673,8.607798205191999,26,98.372545959459003,8.6078,98.3725,0.696052,1,1,1,NaN,43.4203,0.000000,0.0013,0.000646,1258664,0.533839
2,17223,17925,SC,470BSC0060,Pavimentada,Federal,BR-470,18.000000000000000,,0E-15,,0E-15,,0E-15,,,,GPS,,,0.051767439360400,S,,0E-15,SC470S,,42.878376759900000,42.930144199200001,,,"SRID=4326;POLYGON((-50.7032838080155 -31.5803754873864,-50.9783827665727 -31.4722777694588,-50.97852443947 -31.4722172073147,-51.2481116865936 -31.347375500525,-51.2482441810103 -31.3473092951352,-51.5059863480004 -31.2089533737197,-51.5061012363896 -31.",24284,1.792428651350000,3538,2.364333733121000,3964,1.950249401033000,37,918.589471435260975,1728,6.992560613043000,26,138.434945818692000,1.95025,138.435,0.775639,2,2,2,0.00,22.2806,4359.383333,0.0013,0.002659,1258664,0.533839
3,17228,17931,SC,,Pavimentada,Estadual,SC-108,0E-15,,0E-15,,0E-15,,0E-15,,,,Mapa DER 2005,,,14.614071489200001,,,0E-15,SC108,,0E-15,0E-15,,,"SRID=4326;POLYGON((-53.892397860416 -27.1187860532904,-53.902315412155 -26.743802242483,-53.7365768214665 -25.7777449463587,-53.3855544223375 -24.8625841653217,-52.8627378087109 -24.0334890149593,-52.1882185298495 -23.3223211569379,-51.3879179833651 -22.",24249,0.839927478435000,3551,0.380847053426000,3946,0.474877197997000,37,944.432862517360945,671,0.229712542365000,26,112.279185867514002,0.229713,112.279,0.55697,5,5,5,0.40,17.9223,84372.552092,0.0013,0.007888,1258664,0.533839
4,17252,17970,SC,,Pavimentada,Estadual,SC-418,0E-15,,0E-15,,0E-15,,0E-15,,,,Mapa DER 2005,,,26.264335643500001,,,0E-15,SC418,,0E-15,0E-15,,,"SRID=4326;POLYGON((-54.1359784075729 -26.3484500312203,-54.1360936546312 -26.3447107587593,-54.1355595032346 -26.3415135382222,-54.1269225106277 -26.1984965454366,-54.1268540308525 -26.1976592307619,-54.1034985455665 -25.9740810094744,-54.1002904831242 -",29836,1.656553045976000,3586,0.134928675468000,6952,0.399054980296000,37,880.213777319940959,1690,10.110148940207999,26,153.942140887557002,0.399055,153.942,0.599602,4,4,4,0.33,23.6917,14515.500000,0.0013,0.005613,1258664,0.533839
5,17262,17983,SC,101BSC3830,Duplicada,Federal,BR-101,32.000000000000000,,0E-15,,0E-15,,0E-15,,OHL,V,GPS,,,0.021826591586700,D,,0E-15,SC101D,C:\DNIT_FOTOS\SC\FOTOS\OAES\\1346,24.841839004899999,24.863665596499999,,,"SRID=4326;POLYGON((-53.5867248443582 -24.4300892459632,-53.5922283876664 -24.4280283630795,-53.5922176920295 -24.4279998006117,-53.5780821423782 -24.3992144493314,-53.5696669557523 -24.3691524182336,-53.5604406637324 -24.3453760910926,-53.5604130599421 -",24501,9.864275530943999,3434,9.988515654781001,6263,11.682960951156000,37,866.712034943667959,659,2.966272539421000,25,163.662992092476003,2.96627,163.663,0.820551,2,2,2,0.00,35.4796,26028.000000,0.0013,0.017116,1310720,0.555917
6,33559,17847,SC,,Pavimentada,Estadual,SC-283,14.000000000000000,,0E-15,,0E-15,,0E-15,BR-283,,,Mapa DER 2005,,,23.970466066699998,,,0E-15,SC283,,152.124235421999998,176.094701487999998,,,"SRID=4326;POLYGON((-51.8649473892827 -32.0873018524212,-51.8630931790497 -32.1072060304352,-51.8909917141649 -32.1098049696761,-52.5013373298251 -32.1292115423728,-52.5017499233236 -32.1291994424515,-52.5173732773823 -32.1287168215158,-52.5242539847989 -",30198,22.748030251833001,3822,22.748030251833001,7004,3.029512241235000,37,780.926461758095002,1647,13.039097286349000,25,266.132491615653976,3.02951,266.132,0.984376,4,4,4,0.33,18.2282,45312.643600,0.0012,0.016967,1258592,0.533808
7,17276,18013,SC,101BSC4230,Em duplicao,Federal,BR-101,313.000000000000000,,0E-15,,0E-15,,0E-15,,,V,GPS,,,0.024179673171800,,,0E-15,SC101,C:\DNIT_FOTOS\SC\FOTOS\OAES\\3576,380.080930437000006,380.105110110999988,,,"SRID=4326;POLYGON((-52.4015461331833 -24.8716375263375,-52.412448056475 -24.8580314362883,-52.4124312643341 -24.8580179815316,-52.0991523242559 -24.6539609833238,-51.9341646697372 -24.5351955151982,-51.9291354260628 -24.543218978511,-51.5911231316072 -24",30010,6.152383044654000,3462,6.152492326011000,7403,1.416172320128000,37,1076.16923345999998,676,18.282287256061000,26,87.932030910007995,1.41617,87.932,0.671638,2,2,2,0.00,27.5402,7352.683333,0.0013,0.004016,1258664,0.533839
8,17292,18040,SC,101BSC4115,Em duplicao,Federal,BR-101,245.000000000000000,,0E-15,,0E-15,,0E-15,,,,GPS,,TFDE,0.215521616979000,,,0E-15,SC101,,257.442039062999982,257.657560680000017,,,"SRID=4326;MULTIPOLYGON(((-53.2673534131782 -25.9888233671412,-53.3028116035295 -26.07097269148,-53.2907331983123 -26.0424401143038,-53.290677935873 -26.0423106874747,-53.278303170949 -26.0135777359615,-53.2782478059868 -26.0134502831441,-53.2673534131782",30144,2.236658366867000,3837,24.488612948867001,6931,6.782057201734000,37,1037.68003786000008,673,34.579343884090001,26,88.213704451799998,6.78206,88.2137,0.674891,2,2,2,0.00,32.2912,12614.000000,0.0013,0.011175,1283892,0.544539
9,17294,18054,SC,101BSC4010,Duplicada,Federal,BR-101,126.000000000000000,,0E-15,,0E-15,,0E-15,,OHL,V,GPS,,,0.017754553980500,D,,0E-15,SC101D,C:\DNIT_FOTOS\SC\FOTOS\OAES\\1738,138.949835471999990,138.967590026000011,,,"SRID=4326;POLYGON((-53.6031638038295 -27.0389426271475,-53.604093929183 -26.9273936694137,-53.6040923445776 -26.9273171703839,-53.6025225544109 -26.8683405591118,-53.6025209680068 -26.8682917798849,-53.4747911428068 -25.8964784893847,-53.1599242425989 -2",24185,1.574248195654000,3871,4.196573021375000,3910,2.791231014418000,37,957.628172701127028,1639,15.163044684394000,26,145.955951802174013,2.79123,145.956,0.790831,2,2,2,0.00,38.4374,0.500000,0.0013,0.000786,1258664,0.533839
10,17297,18057,SC,101BSC4010,Duplicada,Federal,BR-101,123.000000000000000,,0E-15,,0E-15,,0E-15,,OHL,,GPS,,TFD,0.136744349726000,D,,0E-15,SC101D,,138.453046263000005,138.589790612999991,,,"SRID=4326;MULTIPOLYGON(((-53.2999239101462 -28.7302810963034,-53.5369699655515 -27.8565509477953,-53.6041343457095 -26.8786834077489,-53.4792356878591 -25.9065021977342,-53.1670737773776 -24.9773676964466,-52.6796448214222 -24.1269860217059,-52.035680441",24185,1.266585302628000,3871,4.005331536992000,3910,2.406469340754000,37,957.200249669479945,1639,14.688081942707001,26,146.177613262763998,2.40647,146.178,0.791486,2,2,2,0.00,35.4809,6750.000000,0.0013,0.006652,1272164,0.539565
11,17466,18386,SC,101BSC4010,Duplicada,Federal,BR-101,119.000000000000000,,0E-15,,0E-15,,0E-15,,OHL,V,GPS,,,0.022195695825600,D,,0E-15,SC101D,C:\DNIT_FOTOS\SC\FOTOS\OAES\\1724,134.701488995999995,134.723684692000006,,,"SRID=4326;POLYGON((-50.1653551919627 -31.7547549839904,-50.9943503956465 -31.409881281176,-51.8084957986926 -30.8640761487915,-52.5005163270733 -30.169926620132,-53.0438180199725 -29.3541084723004,-53.4175220980191 -28.4479731392018,-53.6072673230694 -27",24183,1.325776509382000,3871,1.965016734110000,3909,2.334432698013000,37,953.721120607164949,1639,11.672538369386000,26,146.578331502668988,2.33443,146.578,0.792245,2,2,2,0.00,31.5968,9698.000000,0.0013,0.009397,1278060,0.542065
12,17280,18017,SC,282BSC0030,Pavimentada,Federal,BR-282,38.000000000000000,,0E-15,,0E-15,,0E-15,,,,GPS,,,6.461624074340000,S,,0E-15,SC282S,,19.086115980300001,25.547740054700000,,,"SRID=4326;POLYGON((-50.4597218868547 -23.0003519065161,-50.5191178986448 -22.9999349698286,-50.4505934332191 -22.9746802089697,-50.4504178837604 -22.9746169623494,-50.4063875717353 -22.9589858420875,-50.4062097595822 -22.9589236512712,-50.3355675932841 -",30152,0E-15,3287,0E-15,7416,6.358169317609000,37,1004.72877958000003,673,0.686716556328000,26,89.768131522659999,0.686717,89.7681,0.671679,3,3,3,0.33,28.8327,10575.433333,0.0013,0.002988,1258664,0.533839
13,17288,18036,SC,470BSC0060,Pavimentada,Federal,BR-470,26.000000000000000,,0E-15,,0E-15,,0E-15,,,,GPS,,,0.102339954252000,S,,0E-15,SC470S,,50.948937626499998,51.051277580799997,,,"SRID=4326;POLYGON((-52.8804004680333 -23.6372920101054,-52.9488352026879 -23.6895234364602,-52.7865737993118 -23.5162375069268,-52.7174240310349 -23.4270209658545,-52.6403997303861 -23.3601319335715,-52.5046712619782 -23.215181666146,-52.5046420268177 -2",21179,0.224222358584000,3529,4.678401083819000,3931,1.040153681800000,37,913.161688970369028,1707,4.744412544162000,26,136.914544465954009,1.04015,136.915,0.759884,4,4,4,0.50,24.1423,3138.650000,0.0013,0.003974,1258664,0.533839
14,17303,18063,SC,101BSC3890,Duplicada,Federal,BR-101,59.000000000000000,,0E-15,,0E-15,,0E-15,,OHL,P,GPS,,,0.006892717005970,D,,0E-15,SC101D,C:\DNIT_FOTOS\SC\FOTOS\OAES\\1693,67.282788492999998,67.289681209999998,,,"SRID=4326;POLYGON((-53.7016820843341 -26.9258675244526,-53.7198484146564 -26.1103413515728,-53.5500829421554 -25.1449835608108,-53.1952475033452 -24.2312944500062,-52.6689782251452 -23.4043865792846,-51.9914993407815 -22.6960375543825,-51.1888459838456 -",30095,16.550253836589000,3771,15.497562525870000,6909,3.645938985826000,37,903.815191221258033,660,10.694888630772001,26,188.889708801188988,3.64594,188.89,0.866413,2,2,2,0.00,32.4203,319.833333,0.0013,0.001294,1258664,0.533839
15,17675,18872,SC,470BSC0110,Pavimentada,Federal,BR-470,32.000000000000000,BR-477,16.000000000000000,,0E-15,,0E-15,,,PE,GPS,,,0.088212686839500,S,,0E-15,SC470S,C:\DNIT_FOTOS\SC\FOTOS\OAES\\1667,57.772649379999997,57.860862066800003,,,"SRID=4326;MULTIPOLYGON(((-50.5041028681615 -22.076709558692,-50.5053510117763 -22.0722978374921,-50.5052700422167 -22.0722749299614,-50.4810488231953 -22.0679290539926,-50.458056251739 -22.0591719624705,-50.4521762777867 -22.0575701789122,-50.45208313680",24007,1.390406033296000,3855,9.123789105158000,3920,0.412075359060000,37,911.318635655557046,1697,2.126935062260000,26,132.661401761258986,0.412075,132.661,0.602064,2,2,2,0.00,25.7576,1114.650000,0.0013,0.001651,1258664,0.533839
16,17307,18067,SC,101BSC3900,Duplicada,Federal,BR-101,86.000000000000000,,0E-15,,0E-15,,0E-15,,OHL,P,GPS,,,0.029375742220400,D,,0E-15,SC101D,C:\DNIT_FOTOS\SC\FOTOS\OAES\\1709,103.910196083000002,103.939571825000002,,,"SRID=4326;POLYGON((-53.5739172665301 -27.7966662663219,-53.6803317784148 -26.8768183399652,-53.6008542402625 -25.8998744824341,-53.3323115489626 -24.9572076256984,-52.8850236495413 -24.0850439284089,-52.2761795651315 -23.3169001523373,-51.5291768324532 -",20935,1.606088481379000,3825,1.596111193155000,3911,6.426066652841000,37,932.541114429222034,1639,12.348076740420000,26,162.428288653784989,6.42607,162.428,0.823753,2,2,2,0.00,26.5929,5264.000000,0.0013,0.007004,1269192,0.538304
17,17683,18883,SC,470BSC0180,Pavimentada,Federal,BR-470,104.000000000000000,,0E-15,,0E-15,,0E-15,,,PE,GPS,,,0.025498843190800,S,,0E-15,SC470S,C:\DNIT_FOTOS\SC\FOTOS\OAES\\1607,184.343679761000004,184.369178604000012,,,"SRID=4326;POLYGON((-51.0720637115774 -22.3635011254355,-51.0720721876141 -22.3634612717977,-51.0720428796085 -22.3634550385968,-51.0716143040725 -22.3634071046106,-51.0666876437924 -22.3623763949355,-51.0712779482807 -22.3633694849321,-51.0643296742179 -",20936,6.142076280283000,3830,6.142076280283000,4039,10.767945991316999,37,895.247407944856036,1733,8.787519281615999,26,94.792271208920994,8.78752,94.7923,0.685366,2,2,2,0.00,25.0646,3020.000000,0.0013,0.005222,1264704,0.536401
18,17310,18070,SC,101BSC4115,Em duplicao,Federal,BR-101,248.000000000000000,,0E-15,,0E-15,,0E-15,,,PE,GPS,,,0.050786447999500,,,0E-15,SC101,C:\DNIT_FOTOS\SC\FOTOS\OAES\\1880,258.735296037000012,258.786082485000009,,,"SRID=4326;MULTIPOLYGON(((-53.6906453778014 -27.8034177998877,-53.6915194773459 -27.822707862441,-53.6907420996004 -27.8035448212148,-53.6907365381929 -27.8034139266921,-53.6906453778014 -27.8034177998877)),((-53.6886589491926 -27.8035021986736,-53.686349",30143,2.261077451070000,3837,23.448056739990001,6931,6.197550189306000,37,1038.47795165000002,675,31.827725081671002,26,87.937999322435999,6.19755,87.938,0.674323,2,2,2,0.00,29.4374,14780.000000,0.0013,0.013533,1288224,0.546376
19,17311,18071,SC,101BSC4115,Em duplicao,Federal,BR-101,250.000000000000000,,0E-15,,0E-15,,0E-15,,,PE,GPS,,,0.081792315876600,,,0E-15,SC101,C:\DNIT_FOTOS\SC\FOTOS\OAES\\1882,264.268670154999995,264.350462471000014,,,"SRID=4326;POLYGON((-53.5453292957251 -29.3168061485813,-53.6996378193631 -28.475650446715,-53.6850155674169 -27.4955881172755,-53.4794736024955 -26.5372100705242,-53.0909107870415 -25.6373462373333,-52.5342593721444 -24.8305778801629,-51.8309111595048 -2",30132,3.980695786259000,3837,19.024951662006998,6255,6.225006302844000,37,1041.23382715999991,675,27.621723292795998,26,85.940933438531005,6.22501,85.9409,0.669148,2,2,2,0.00,27.5481,16214.000000,0.0013,0.015283,1291092,0.547593
20,17312,18072,SC,,Implantada,Estadual,,0E-15,,0E-15,,0E-15,,0E-15,,,,Mapa DER 2005,,,15.284098775800000,,,0E-15,SC,,0E-15,0E-15,,,"SRID=4326;POLYGON((-51.7537221260808 -32.1936749199693,-52.1667222105696 -31.8727399477846,-52.1667856298597 -31.8726809279779,-52.1677976892079 -31.8717388158319,-52.5870018364132 -31.4308340324705,-52.6065055915432 -31.4076453206139,-53.090331136881 -3",20900,6.400006736204000,3836,7.634167943305000,6255,9.893030374866999,37,1045.21711750999998,675,18.178136367916998,26,80.729821578008995,9.89303,80.7298,0.657064,2,2,2,1.00,22.9236,0.000000,0.0013,0.001432,1258664,0.533839
21,17318,18090,SC,101BSC3890,Duplicada,Federal,BR-101,63.000000000000000,,0E-15,,0E-15,,0E-15,,OHL,V,GPS,,,0.010390120401700,D,,0E-15,SC101D,C:\DNIT_FOTOS\SC\FOTOS\OAES\\1696,74.414303986199997,74.424694106600001,,,"SRID=4326;POLYGON((-52.8975570685468 -23.8290519449807,-52.9057610621351 -23.8237175462322,-52.9057486892627 -23.8236985174774,-52.8705173994057 -23.779656111802,-52.8434324279862 -23.730177520814,-52.8433907201284 -23.7301164289692,-52.8353046323512 -23",24108,10.013226765139001,3771,8.576869353763000,6909,3.596244931457000,37,910.114486739531003,660,16.193493601183000,26,183.915023236113001,3.59625,183.915,0.860953,3,3,3,0.33,29.1041,3201.500000,0.0013,0.001795,1258664,0.533839
22,17322,18099,SC,101BSC3910,Duplicada,Federal,BR-101,89.000000000000000,,0E-15,,0E-15,,0E-15,,OHL,V,GPS,,,0.008155525961990,D,,0E-15,SC101D,C:\DNIT_FOTOS\SC\FOTOS\OAES\\1710,104.670564432999996,104.678719959000006,,,"SRID=4326;POLYGON((-53.6262796763505 -27.3595490983924,-53.678683437409 -26.7104471261011,-53.5654413225417 -25.7368392978361,-53.2644336584245 -24.8040315116437,-52.7872280007824 -23.9478710476226,-52.1521630954185 -23.2012596722649,-51.3836441304974 -2",20935,2.365307061959000,3825,2.256200563927000,4009,6.358763595766000,37,933.208820600131048,1639,11.610276518155001,26,161.910819616203014,6.35876,161.911,0.822197,3,3,3,0.33,23.6614,8228.000000,0.0013,0.011321,1275120,0.540818
23,17684,18884,SC,470BSC0175,Pavimentada,Federal,BR-470,97.000000000000000,,0E-15,,0E-15,,0E-15,,,,GPS,,TFE,0.787449913215000,S,,0E-15,SC470S,,170.205096677000000,170.992546589999989,,,"SRID=4326;POLYGON((-53.000753716641 -31.1830632896612,-52.9950314757291 -31.1758410150621,-53.0959319350339 -31.1075910779585,-53.7850781904198 -30.4105879082913,-54.3250041209306 -29.5925316942079,-54.6949606758508 -28.6848598772442,-54.8807306322488 -2",24500,17.411774418076000,3691,18.024559746575999,6982,12.457586429392000,37,902.616775412770039,1733,5.212626983403000,26,88.350048798038998,5.21263,88.3501,0.664742,2,2,2,0.00,25.0119,3793.000000,0.0013,0.002344,1258664,0.533839
24,23052,18338,SC,116BSC2895,Pavimentada,Federal,BR-116,37.000000000000000,,0E-15,,0E-15,,0E-15,,OHL,VE,GPS,,,0.031831227670000,S,,0E-15,SC116S,C:\DNIT_FOTOS\SC\FOTOS\OAES\\1509,114.374920576999997,114.406751804999999,,,"SRID=4326;POLYGON((-55.0966405218014 -28.3435707278128,-55.0973701027009 -28.3413524643424,-55.0974314136595 -28.3411635134949,-55.0890848313432 -28.3384552061811,-55.2945099673228 -27.4821452000737,-55.3328218397718 -26.5027228293531,-55.1793217346408 -",24493,20.140670398777999,3430,20.730832078450000,4024,21.644914330454998,37,836.107654273954950,1708,21.621579009445000,25,143.225716793318014,21.6216,143.226,0.772619,2,2,2,0.00,18.9350,15937.485714,0.0012,0.002726,1258592,0.533808
25,17327,18107,SC,101BSC4220,Em duplicao,Federal,BR-101,311.000000000000000,,0E-15,,0E-15,,0E-15,,,,GPS,,,1.033012919020000,,,0E-15,SC101,,377.788133440000024,378.821146359000011,,,"SRID=4326;POLYGON((-51.233457633723 -24.1630581981506,-50.409859130998 -23.8818765537392,-49.438298509502 -23.7522388331612,-48.4601150882662 -23.814634139539,-47.5128999075973 -24.0666646562404,-46.6330539156838 -24.4986449918487,-45.8543891005718 -25.0",30010,6.525760352618000,3462,6.525826951342000,7403,0.634858769126000,37,1076.08047388000000,676,19.315654338889999,26,87.508003102462993,0.634859,87.508,0.654233,4,4,4,0.50,26.5889,4207.833333,0.0013,0.002971,1258664,0.533839
26,17526,18546,SC,101BSC4110,Em duplicao,Federal,BR-101,235.000000000000000,,0E-15,,0E-15,,0E-15,,,,GPS,,,0.067549036107100,,,0E-15,SC101,,235.366388026000010,235.433937062000012,,,"SRID=4326;POLYGON((-53.6025150928749 -28.3384239675429,-53.6008177386556 -28.3382469292235,-53.6126179621741 -27.3915245851673,-53.4333923224406 -26.4278783067536,-53.0696123903538 -25.5177134091392,-52.5352580246936 -24.6960070189132,-51.8508641640629 -",24408,1.315049241589000,3289,13.838242829999000,6254,14.721985043668001,37,1024.67596604999994,673,16.048023941600000,26,96.748343502392999,14.722,96.7483,0.692593,2,2,2,0.00,41.9829,4518.000000,0.0013,0.004078,1267700,0.537671
27,17141,17770,SC,,Planejada,Federal,BR-475,23.000000000000000,,0E-15,,0E-15,,0E-15,,,,Mapa DNIT 2002,,,15.750379443200000,,,0E-15,SC475,,169.589708484999989,185.340087928999992,,,"SRID=4326;POLYGON((-52.2413649528259 -32.165430252456,-52.927733684906 -31.4656917702633,-53.4644018284411 -30.6454946698338,-53.8307455276422 -29.736358665765,-54.0126863995969 -28.773221344844,-54.0032325586295 -27.7930955341802,-53.8027473105467 -26.8",24111,6.826071070360000,3700,6.974324139131000,6962,6.743051359520000,37,1048.72825579999994,810,16.409126839340999,26,65.071666000595002,6.74305,65.0717,0.625455,5,5,5,0.40,20.7101,4576.600000,0.0013,0.002668,1258664,0.533839
28,17249,17967,SC,,Leito natural,Estadual,SC-413,0E-15,,0E-15,,0E-15,,0E-15,,,,Mapa DER 2005,,,14.855966446400000,,,0E-15,SC413,,0E-15,0E-15,,,"SRID=4326;POLYGON((-51.6599749145117 -22.3798848403988,-51.6975542530589 -22.3804682889917,-51.4803297736365 -22.2632723322363,-51.4456193550177 -22.2407408629475,-51.4185946586319 -22.2299652855922,-51.3289083339855 -22.1815781302736,-51.3284895098239 -",23623,0E-15,3684,4.331870744910000,4013,0.121428472327000,37,893.535959833248967,1686,13.524909419288001,26,152.187805711126003,0.121428,152.188,0.530357,4,4,4,0.33,22.9802,33232.117100,0.0013,0.007493,1258664,0.533839
29,17182,17864,SC,101BSC4050,Duplicada,Federal,BR-101,183.000000000000000,,0E-15,,0E-15,,0E-15,,OHL,P,GPS,,,0.015446268945900,D,,0E-15,SC101D,C:\DNIT_FOTOS\SC\FOTOS\OAES\\1758,201.431551205000005,201.446997474000000,,,"SRID=4326;POLYGON((-53.6195178009431 -27.5401242438145,-53.6195084453805 -27.511069028008,-53.6195079192771 -27.5110028873694,-53.6123016425117 -27.5110602083589,-53.5312401674759 -26.614552289532,-53.2542249666239 -25.6743403143182,-52.7991062781725 -24",24435,1.668980036525000,3566,3.192989876232000,6275,1.436382660454000,37,1001.62261165999996,1717,5.654010302812000,26,108.446152398894000,1.43638,108.446,0.715746,2,2,2,0.00,28.2279,13338.000000,0.0013,0.012894,1285340,0.545153
30,17183,17865,SC,101BSC4050,Duplicada,Federal,BR-101,185.000000000000000,,0E-15,,0E-15,,0E-15,,OHL,V,GPS,,,0.007638381125100,D,,0E-15,SC101D,C:\DNIT_FOTOS\SC\FOTOS\OAES\\1759,201.652091358000007,201.659729738999999,,,"SRID=4326;MULTIPOLYGON(((-43.6284095249506 -27.25675555696,-43.6663732638163 -28.2353932447027,-43.8947161015216 -29.1885960186743,-44.3046320317492 -30.0789357908872,-44.8803682151839 -30.8721973032036,-45.5997994331731 -31.5378959605712,-46.43527834747",24435,1.716595837197000,3566,3.062994898808000,6275,1.322765811962000,37,1001.80289532999995,1717,5.441721688214000,26,108.354523703127001,1.32277,108.355,0.715531,2,2,2,0.00,30.1383,11888.000000,0.0013,0.011273,1282440,0.543923
31,17630,18792,SC,470BSC0130,Pavimentada,Federal,BR-470,42.000000000000000,,0E-15,,0E-15,,0E-15,,,PE,GPS,,,0.025424820154300,S,,0E-15,SC470S,C:\DNIT_FOTOS\SC\FOTOS\OAES\\1658,80.167356635000004,80.192781455100004,,,"SRID=4326;POLYGON((-49.7175136338129 -21.9641764574418,-49.7168474854261 -21.9641195067107,-49.7167808114895 -21.9641141836235,-49.6618541039434 -21.9600332919712,-49.661784654699 -21.9600285165713,-49.6112698798296 -21.9568118837373,-49.6112209666038 -2",24545,6.810896890615000,3613,4.401578836794000,4031,3.401824951853000,37,906.589873435612049,1651,6.239438514051000,26,121.005273874620997,3.40182,121.005,0.737332,2,2,2,0.00,25.6798,766.000000,0.0013,0.001439,1258664,0.533839
32,17142,17771,SC,,Planejada,Federal,BR-475,19.000000000000000,,0E-15,,0E-15,,0E-15,,,,Mapa DNIT 2002,,,42.537325104899999,,,0E-15,SC475,,97.299459611100005,139.836784716000011,,,"SRID=4326;POLYGON((-51.385060154246 -32.690866097112,-52.233672165898 -32.2003626480738,-52.9702858598768 -31.5537280946501,-53.5665935850204 -30.7758122400923,-53.9996795698649 -29.8965099544306,-54.2529005628901 -28.9496123313848,-54.3165254233419 -27.",24228,10.246787588360000,3595,9.426329187378000,7400,0.280885821364000,37,1015.49116551999998,810,7.621920686632000,26,29.909422823153999,0.280886,29.9094,0.552781,2,2,2,1.00,20.5810,0.000000,0.0013,0.001610,1258664,0.533839
33,17143,17772,SC,,Planejada,Federal,BR-486,14.000000000000000,,0E-15,,0E-15,,0E-15,,,,Mapa DNIT 2002,,,19.028990347099999,,,0E-15,SC486,,142.842864135000013,161.871854482000003,,,"SRID=4326;POLYGON((-54.2310721790717 -26.2107914543244,-53.860548273471 -25.3033510897732,-53.3201110478896 -24.4856325654359,-52.630529201826 -23.789060345621,-51.8183029789022 -23.2404033100937,-50.9146457773637 -22.8607460410391,-49.9542846366887 -22.",24178,9.956006001171000,3611,7.471204616958000,3906,7.775242772417000,37,962.524432245945036,663,8.549767548551999,26,31.706258620503000,7.77524,31.7063,0.556575,3,3,3,1.00,18.9921,0.000000,0.0013,0.001800,1258664,0.533839
34,17456,18372,SC,101BSC4230,Em duplicao,Federal,BR-101,329.000000000000000,,0E-15,,0E-15,,0E-15,,,,GPS,,TFE,0.045850624496700,,,0E-15,SC101,,393.545092371999999,393.590942997000013,,,"SRID=4326;POLYGON((-52.4058284881916 -24.8366540244432,-52.4111051713067 -24.8296483421839,-52.4110335169248 -24.8295943720703,-52.4050223934311 -24.8259306255935,-52.4005036398385 -24.8319477810171,-52.3685303322596 -24.803688916421,-51.5740696014203 -2",29999,1.094356566559000,3454,1.094510225645000,3200,14.641898931542000,37,1076.56283914000005,676,10.594793966887000,26,91.627281727010995,10.5948,91.6273,0.682503,2,2,2,0.00,32.2292,3792.316667,0.0013,0.001908,1258664,0.533839
35,17158,17797,SC,470BSC0173,Pavimentada,Federal,BR-470,80.000000000000000,,0E-15,,0E-15,,0E-15,,,,GPS,,TFD,0.342087800502000,S,,0E-15,SC470S,,156.954232060999999,157.296319861000001,,,"SRID=4326;MULTIPOLYGON(((-49.8063740518855 -22.2857782413285,-50.0063159149353 -22.290882406907,-49.9078471067051 -22.2872563148873,-49.9076973695872 -22.2872522778307,-49.8997506223507 -22.2870443475848,-49.8995915304851 -22.2870403114275,-49.8447737450",24420,8.376519084526000,3565,12.815931392056999,6982,10.197754730507000,37,911.774777984016964,1725,11.086446800788000,26,82.597799561399000,10.1978,82.5978,0.659442,2,2,2,0.00,21.8458,3550.333333,0.0013,0.002450,1258664,0.533839
36,17180,17862,SC,101BSC4050,Duplicada,Federal,BR-101,181.000000000000000,,0E-15,,0E-15,,0E-15,,OHL,V,GPS,,,0.014867127378100,D,,0E-15,SC101D,C:\DNIT_FOTOS\SC\FOTOS\OAES\\1757,199.822797646999987,199.837664775000007,,,"SRID=4326;POLYGON((-52.0690590466523 -31.1584732403296,-52.0619402863463 -31.1509885853978,-52.6135516406205 -30.5536832831615,-53.1252881829861 -29.7177038031225,-53.464100345223 -28.7979525875436,-53.6169677659446 -27.8297751598371,-53.5780158359015 -2",24435,1.654180947657000,3566,4.005065275002000,6279,1.951937451000000,37,1000.13802809000003,1717,7.112520733545000,26,108.639200639718993,1.95194,108.639,0.716142,2,2,2,0.00,26.3281,14780.000000,0.0013,0.014655,1288224,0.546376
